customer_id,month,seats_active,api_calls,storage_gb,support_tickets
CUST-2210,2026-05,316,2698008,1264,6
CUST-2210,2026-06,316,1586004,1264,1
CUST-2210,2026-07,314,1703450,1256,2
CUST-2211,2026-05,319,1124794,1276,0
CUST-2211,2026-06,319,2037772,1276,4
CUST-2211,2026-07,320,997120,1280,3
CUST-2212,2026-05,132,493416,528,5
CUST-2212,2026-06,136,694552,544,1
CUST-2212,2026-07,138,910248,552,0
CUST-2213,2026-05,452,3227732,1808,2
CUST-2213,2026-06,447,3609078,1788,0
CUST-2213,2026-07,438,3212292,1752,1
CUST-2214,2026-05,72,586224,288,4
CUST-2214,2026-06,65,358215,260,3
CUST-2214,2026-07,63,231651,252,2
CUST-2215,2026-05,157,546203,628,5
CUST-2215,2026-06,163,1382566,652,3
CUST-2215,2026-07,159,1216032,636,1
CUST-2216,2026-05,319,2126135,1276,6
CUST-2216,2026-06,330,1548690,1320,1
CUST-2216,2026-07,338,2158806,1352,0
CUST-2217,2026-05,336,1302672,1344,0
CUST-2217,2026-06,338,906178,1352,2
CUST-2217,2026-07,343,1105146,1372,6
CUST-2218,2026-05,398,1861446,1592,2
CUST-2218,2026-06,404,1986872,1616,1
CUST-2218,2026-07,406,2576070,1624,4
CUST-2219,2026-05,234,1326780,936,4
CUST-2219,2026-06,236,1022824,944,0
CUST-2219,2026-07,244,1463512,976,1
CUST-2220,2026-05,170,478380,680,5
CUST-2220,2026-06,178,1455328,712,1
CUST-2220,2026-07,186,1639962,744,4
CUST-2221,2026-05,15,103410,60,6
CUST-2221,2026-06,24,88704,96,1
CUST-2221,2026-07,28,193508,112,0
CUST-2222,2026-05,425,1110525,1700,5
CUST-2222,2026-06,424,2240840,1696,6
CUST-2222,2026-07,424,1244016,1696,0
CUST-2223,2026-05,542,1935482,2168,2
CUST-2223,2026-06,537,1955217,2148,4
CUST-2223,2026-07,536,1842232,2144,2
CUST-2224,2026-05,229,1732843,916,4
CUST-2224,2026-06,230,810290,920,1
CUST-2224,2026-07,222,1389942,888,1
CUST-2225,2026-05,561,3461931,2244,0
CUST-2225,2026-06,567,3798900,2268,1
CUST-2225,2026-07,569,3910168,2276,6
CUST-2226,2026-05,65,177905,260,1
CUST-2226,2026-06,70,451920,280,5
CUST-2226,2026-07,75,369075,300,3
CUST-2227,2026-05,249,830415,996,0
CUST-2227,2026-06,253,1018578,1012,2
CUST-2227,2026-07,256,1907712,1024,3
CUST-2228,2026-05,291,1718064,1164,5
CUST-2228,2026-06,297,1746657,1188,6
CUST-2228,2026-07,300,773700,1200,5
CUST-2229,2026-05,84,552300,336,0
CUST-2229,2026-06,87,406029,348,0
CUST-2229,2026-07,94,690054,376,3
CUST-2230,2026-05,12,49332,48,0
CUST-2230,2026-06,21,127029,84,5
CUST-2230,2026-07,28,178640,112,3
CUST-2231,2026-05,40,250800,160,5
CUST-2231,2026-06,42,203742,168,6
CUST-2231,2026-07,40,113760,160,5
CUST-2232,2026-05,136,1167968,544,1
CUST-2232,2026-06,137,1002566,548,1
CUST-2232,2026-07,142,536050,568,5
CUST-2233,2026-05,322,2863868,1288,5
CUST-2233,2026-06,322,1006894,1288,2
CUST-2233,2026-07,321,2079759,1284,3
CUST-2234,2026-05,280,1022840,1120,1
CUST-2234,2026-06,275,1983575,1100,0
CUST-2234,2026-07,270,1183410,1080,0
CUST-2235,2026-05,450,3626100,1800,6
CUST-2235,2026-06,447,2852307,1788,5
CUST-2235,2026-07,437,3381506,1748,4
CUST-2236,2026-05,10,87150,40,4
CUST-2236,2026-06,6,26100,24,1
CUST-2236,2026-07,9,42975,36,6
CUST-2237,2026-05,46,151984,184,6
CUST-2237,2026-06,45,322695,180,5
CUST-2237,2026-07,51,358785,204,0
CUST-2238,2026-05,390,3141450,1560,6
CUST-2238,2026-06,400,1527600,1600,4
CUST-2238,2026-07,401,2202693,1604,2
CUST-2239,2026-05,71,220313,284,1
CUST-2239,2026-06,80,410080,320,1
CUST-2239,2026-07,88,309672,352,2
CUST-2240,2026-05,233,680826,932,5
CUST-2240,2026-06,234,1985490,936,1
CUST-2240,2026-07,239,876174,956,4
CUST-2241,2026-05,441,1625526,1764,1
CUST-2241,2026-06,449,2794576,1796,3
CUST-2241,2026-07,455,3149965,1820,2
CUST-2242,2026-05,502,3172640,2008,2
CUST-2242,2026-06,498,3064194,1992,2
CUST-2242,2026-07,495,3529350,1980,6
CUST-2243,2026-05,85,706010,340,5
CUST-2243,2026-06,86,572502,344,4
CUST-2243,2026-07,92,364688,368,3
CUST-2244,2026-05,524,3418576,2096,0
CUST-2244,2026-06,528,4037088,2112,5
CUST-2244,2026-07,537,1673829,2148,6
CUST-2245,2026-05,264,1447512,1056,3
CUST-2245,2026-06,263,1951723,1052,5
CUST-2245,2026-07,270,1483650,1080,2
CUST-2246,2026-05,521,4325863,2084,3
CUST-2246,2026-06,528,2696496,2112,3
CUST-2246,2026-07,530,2318750,2120,4
CUST-2247,2026-05,108,710532,432,6
CUST-2247,2026-06,107,786878,428,5
CUST-2247,2026-07,111,299367,444,1
CUST-2248,2026-05,237,764325,948,0
CUST-2248,2026-06,234,826722,936,4
CUST-2248,2026-07,231,1662969,924,0
CUST-2249,2026-05,139,922543,556,5
CUST-2249,2026-06,144,653904,576,0
CUST-2249,2026-07,147,1071483,588,6
CUST-2250,2026-05,272,2410464,1088,1
CUST-2250,2026-06,279,2390751,1116,5
CUST-2250,2026-07,278,2249854,1112,5
CUST-2251,2026-05,288,1812960,1152,0
CUST-2251,2026-06,293,2119855,1172,6
CUST-2251,2026-07,304,1963232,1216,1
CUST-2252,2026-05,521,2655016,2084,3
CUST-2252,2026-06,519,1917186,2076,3
CUST-2252,2026-07,514,2365428,2056,6
CUST-2253,2026-05,516,2340060,2064,0
CUST-2253,2026-06,519,1378983,2076,5
CUST-2253,2026-07,519,1305285,2076,1
CUST-2254,2026-05,78,350688,312,6
CUST-2254,2026-06,84,422016,336,6
CUST-2254,2026-07,93,418407,372,2
CUST-2255,2026-05,242,1353748,968,2
CUST-2255,2026-06,240,946800,960,1
CUST-2255,2026-07,242,1437238,968,4
CUST-2256,2026-05,223,1312578,892,2
CUST-2256,2026-06,220,1720620,880,2
CUST-2256,2026-07,217,1409849,868,1
CUST-2257,2026-05,457,3246985,1828,3
CUST-2257,2026-06,462,3357816,1848,6
CUST-2257,2026-07,464,1547440,1856,3
CUST-2258,2026-05,533,4451616,2132,0
CUST-2258,2026-06,536,2600136,2144,3
CUST-2258,2026-07,538,4194248,2152,5
CUST-2259,2026-05,63,324387,252,6
CUST-2259,2026-06,59,350637,236,1
CUST-2259,2026-07,56,148904,224,4
CUST-2260,2026-05,270,1921320,1080,6
CUST-2260,2026-06,268,1749772,1072,1
CUST-2260,2026-07,274,2401610,1096,0
CUST-2261,2026-05,338,2209844,1352,1
CUST-2261,2026-06,340,2815540,1360,5
CUST-2261,2026-07,343,1851514,1372,1
CUST-2262,2026-05,218,703050,872,4
CUST-2262,2026-06,221,1022788,884,6
CUST-2262,2026-07,229,1339192,916,1
CUST-2263,2026-05,29,157557,116,6
CUST-2263,2026-06,29,163531,116,1
CUST-2263,2026-07,36,165780,144,0
CUST-2264,2026-05,446,1727804,1784,2
CUST-2264,2026-06,441,1877337,1764,6
CUST-2264,2026-07,436,2274612,1744,6
CUST-2265,2026-05,336,1993824,1344,5
CUST-2265,2026-06,338,2516410,1352,3
CUST-2265,2026-07,348,1070796,1392,6
CUST-2266,2026-05,66,186186,264,2
CUST-2266,2026-06,64,305728,256,5
CUST-2266,2026-07,66,334884,264,3
CUST-2267,2026-05,294,2511348,1176,5
CUST-2267,2026-06,300,1569600,1200,4
CUST-2267,2026-07,305,933605,1220,1
CUST-2268,2026-05,302,2481836,1208,2
CUST-2268,2026-06,310,2306400,1240,3
CUST-2268,2026-07,315,1680840,1260,5
CUST-2269,2026-05,288,1434528,1152,5
CUST-2269,2026-06,287,824838,1148,5
CUST-2269,2026-07,283,1134264,1132,2
CUST-2270,2026-05,564,4081668,2256,0
CUST-2270,2026-06,567,1786050,2268,6
CUST-2270,2026-07,560,2899680,2240,3
CUST-2271,2026-05,190,768550,760,2
CUST-2271,2026-06,191,1517495,764,2
CUST-2271,2026-07,199,931917,796,1
CUST-2272,2026-05,375,1197000,1500,3
CUST-2272,2026-06,376,1614920,1504,2
CUST-2272,2026-07,371,1429092,1484,3
CUST-2273,2026-05,157,690643,628,0
CUST-2273,2026-06,156,1203696,624,1
CUST-2273,2026-07,160,982720,640,2
CUST-2274,2026-05,415,2830715,1660,5
CUST-2274,2026-06,408,2560608,1632,5
CUST-2274,2026-07,405,1777545,1620,3
CUST-2275,2026-05,317,1268317,1268,3
CUST-2275,2026-06,320,2255040,1280,3
CUST-2275,2026-07,328,1537336,1312,2
CUST-2276,2026-05,277,1055370,1108,1
CUST-2276,2026-06,272,1061616,1088,0
CUST-2276,2026-07,267,2175516,1068,4
CUST-2277,2026-05,468,1871064,1872,5
CUST-2277,2026-06,460,3443100,1840,0
CUST-2277,2026-07,460,1619200,1840,3
CUST-2278,2026-05,54,467424,216,5
CUST-2278,2026-06,55,228800,220,3
CUST-2278,2026-07,45,118710,180,5
CUST-2279,2026-05,237,927381,948,0
CUST-2279,2026-06,242,705914,968,3
CUST-2279,2026-07,250,2247000,1000,0
CUST-2280,2026-05,101,809515,404,1
CUST-2280,2026-06,101,613575,404,2
CUST-2280,2026-07,98,852600,392,6
CUST-2281,2026-05,37,153180,148,4
CUST-2281,2026-06,37,280127,148,1
CUST-2281,2026-07,44,256256,176,5
CUST-2282,2026-05,347,1347401,1388,2
CUST-2282,2026-06,344,2912992,1376,3
CUST-2282,2026-07,340,1632340,1360,5
CUST-2283,2026-05,244,1700192,976,6
CUST-2283,2026-06,250,1928000,1000,6
CUST-2283,2026-07,253,1478785,1012,1
CUST-2284,2026-05,155,968595,620,1
CUST-2284,2026-06,161,529368,644,6
CUST-2284,2026-07,169,984256,676,6
CUST-2285,2026-05,35,93940,140,5
CUST-2285,2026-06,32,165856,128,5
CUST-2285,2026-07,37,260258,148,4
CUST-2286,2026-05,177,799332,708,4
CUST-2286,2026-06,176,1082224,704,0
CUST-2286,2026-07,169,621244,676,6
CUST-2287,2026-05,253,720544,1012,5
CUST-2287,2026-06,257,1361072,1028,4
CUST-2287,2026-07,266,1173858,1064,4
CUST-2288,2026-05,252,935928,1008,6
CUST-2288,2026-06,260,730860,1040,5
CUST-2288,2026-07,270,1172070,1080,5
CUST-2289,2026-05,12,99504,48,5
CUST-2289,2026-06,17,81532,68,1
CUST-2289,2026-07,21,176631,84,4
CUST-2290,2026-05,147,993426,588,4
CUST-2290,2026-06,152,830224,608,5
CUST-2290,2026-07,153,1310751,612,4
CUST-2291,2026-05,440,1390400,1760,3
CUST-2291,2026-06,439,3539657,1756,0
CUST-2291,2026-07,434,3241546,1736,0
CUST-2292,2026-05,406,2529380,1624,2
CUST-2292,2026-06,405,2679480,1620,0
CUST-2292,2026-07,407,1491655,1628,2
CUST-2293,2026-05,440,2454320,1760,2
CUST-2293,2026-06,445,4003665,1780,2
CUST-2293,2026-07,456,3659856,1824,3
CUST-2294,2026-05,390,1681680,1560,2
CUST-2294,2026-06,384,1431168,1536,6
CUST-2294,2026-07,380,1937620,1520,3
CUST-2295,2026-05,295,1072620,1180,6
CUST-2295,2026-06,300,1954500,1200,3
CUST-2295,2026-07,307,1346195,1228,0
CUST-2296,2026-05,362,1021202,1448,2
CUST-2296,2026-06,368,2459344,1472,1
CUST-2296,2026-07,366,1281366,1464,5
CUST-2297,2026-05,278,2035516,1112,4
CUST-2297,2026-06,280,1286040,1120,1
CUST-2297,2026-07,281,870538,1124,3
CUST-2298,2026-05,264,2153976,1056,3
CUST-2298,2026-06,257,1378034,1028,2
CUST-2298,2026-07,260,1935960,1040,5
CUST-2299,2026-05,58,269468,232,1
CUST-2299,2026-06,66,494736,264,2
CUST-2299,2026-07,78,198120,312,4
CUST-2300,2026-05,300,1641300,1200,1
CUST-2300,2026-06,293,2625573,1172,3
CUST-2300,2026-07,294,1948044,1176,5
